timestamp,heures_fonctionnement,TI171,TI170,TI169,VI167X,VI167Y,AZI165,etat_machine
2026-02-02 11:16:00,30.0,70.02,70.0,71.0,11.1021,13.3572,-0.14,0
2026-02-02 12:16:00,31.0,71.0,71.0,71.0,13.0504,17.537,-0.145,1
2026-02-02 13:16:00,32.0,71.0,71.0,71.0,13.0017,17.0352,-0.15,1
2026-02-02 14:16:00,33.0,71.0,71.0,72.0,13.0049,17.239,-0.15,1
2026-02-02 15:16:00,34.0,71.0,71.0,72.0,13.0129,16.6881,-0.15,1
2026-02-02 16:16:00,35.0,71.0,71.0,72.0,12.9246,16.7603,-0.15,1
2026-02-02 17:16:00,36.0,71.0,71.0,72.0,13.0,16.2142,-0.15,1
2026-02-02 18:16:00,37.0,71.0,71.0,72.0,13.0054,16.3674,-0.15,1
2026-02-02 19:16:00,38.0,71.0,71.0,72.0,13.0,16.7579,-0.15,1
2026-02-02 20:16:00,39.0,71.0,71.0,72.0,13.0,16.6547,-0.15,1
2026-02-02 21:16:00,40.0,71.0,71.0,72.0,13.0,16.7872,-0.15,1
2026-02-02 22:16:00,41.0,71.0,71.0,72.0,12.5345,16.726,-0.15,1
2026-02-02 23:16:00,42.0,71.0,71.0,72.0,13.0,16.5916,-0.15,1
2026-02-03 00:16:00,43.0,71.0,71.0,72.0,13.0,16.258,-0.15,1
2026-02-03 01:16:00,44.0,71.0,71.0,72.0,12.7899,16.518,-0.15,1
2026-02-03 02:16:00,45.0,42.0,40.0,40.7,4.5428,4.5597,0.1134,0
2026-02-03 14:00:00,46.0,72.0,71.02,72.0,13.072,17.2837,-0.15,2
2026-02-03 15:00:00,47.0,72.0,71.0,72.0,13.0121,16.4406,-0.15,2
2026-02-03 16:00:00,48.0,72.0,71.0,72.0,13.0,16.9509,-0.15,2
2026-02-03 17:00:00,49.0,71.0,71.0,72.0,13.0,17.2081,-0.15,1
2026-02-03 18:00:00,50.0,71.0,71.0,72.0,13.0121,16.8611,-0.15,1
2026-02-03 19:00:00,51.0,71.0,71.0,72.0,13.0,16.8485,-0.15,1
2026-02-03 20:00:00,52.0,71.0,71.0,72.0,13.0,16.7608,-0.1512,1
2026-02-03 21:00:00,53.0,71.0,71.0,72.0,13.0,16.5427,-0.15,1
2026-02-03 22:00:00,54.0,71.0,71.0,72.0,13.0,16.7287,-0.154,1
2026-02-03 23:00:00,55.0,71.0,71.0,72.0,12.705,16.9066,-0.15,1
2026-02-04 00:00:00,56.0,71.0,71.0,72.0,13.0,17.1297,-0.1503,1
2026-02-04 01:00:00,57.0,71.0,71.0,72.0,12.5433,17.2474,-0.1548,1
2026-02-04 02:00:00,58.0,71.0,71.0,72.0,13.0,16.8105,-0.1599,1
2026-02-04 03:00:00,59.0,71.0,71.0,72.0,12.5237,16.6385,-0.16,1
2026-02-04 04:00:00,60.0,71.0,71.0,72.0,12.3422,17.0723,-0.16,1
2026-02-04 05:00:00,61.0,71.0,71.0,72.0,12.9711,16.9589,-0.16,1
2026-02-04 06:00:00,62.0,71.0,71.0,72.0,12.6395,16.9742,-0.16,1
2026-02-04 07:00:00,63.0,71.0,71.0,72.0,12.6183,17.086,-0.16,1
2026-02-04 08:00:00,64.0,71.0,71.0,72.0,12.0562,17.0015,-0.16,1
2026-02-04 09:00:00,65.0,71.0,71.0,72.0,12.9643,16.9983,-0.16,1
2026-02-04 10:00:00,66.0,71.0,71.0,72.0,12.916,16.7364,-0.16,1
2026-02-04 11:00:00,67.0,72.0,71.0,72.0,12.0021,18.7769,-0.16,2
2026-02-04 12:00:00,68.0,72.0,71.0,72.0,12.0052,18.0062,-0.16,2
2026-02-04 13:00:00,69.0,72.0,71.0,72.0,12.0005,18.7317,-0.16,2
2026-02-04 14:00:00,70.0,70.0,74.0,75.0,13.0086,14.1434,-0.2402,0
2026-02-04 15:00:00,71.0,69.0,73.0,74.0,13.4908,14.3144,-0.24,0
2026-02-04 16:00:00,72.0,69.0,73.98,75.0,13.0125,14.3307,-0.24,0
2026-02-04 17:00:00,73.0,69.0,73.0,74.0,13.0,14.6129,-0.24,0
2026-02-04 18:00:00,74.0,70.0,75.0,76.0,13.0,14.162,-0.27,0
2026-02-04 19:00:00,75.0,70.0,75.0,76.0,13.0026,14.7197,-0.28,0
2026-02-04 20:00:00,76.0,70.0,75.0,76.0,13.0115,14.9737,-0.2709,0
2026-02-04 21:00:00,77.0,70.0,75.0,76.0,13.0,14.9972,-0.27,0
2026-02-04 22:00:00,78.0,70.0,75.0,76.0,13.0,14.1372,-0.27,0
2026-02-04 23:00:00,79.0,70.0,75.0,76.0,13.0,14.1177,-0.2722,0
2026-02-05 00:00:00,80.0,69.0,75.0,76.0,13.0,14.7422,-0.28,0
2026-02-05 01:00:00,81.0,69.0,76.0,76.0,12.9692,14.9376,-0.28,0
2026-02-05 02:00:00,82.0,69.0,75.02,76.0,12.4714,14.3221,-0.28,0
2026-02-05 03:00:00,83.0,69.0,75.5,76.0,12.801,14.6463,-0.2801,0
2026-02-05 04:00:00,84.0,69.0,76.0,76.0,13.0,14.9941,-0.2827,0
2026-02-05 05:00:00,85.0,69.0,75.65,76.0,13.0,14.9923,-0.2802,0
2026-02-05 06:00:00,86.0,69.0,76.0,76.0,12.6453,14.9802,-0.28,0
2026-02-05 07:00:00,87.0,69.0,75.0,76.0,12.9935,15.0,-0.28,0
2026-02-05 08:00:00,88.0,69.0,75.0,76.0,13.0,14.5453,-0.28,0
2026-02-05 09:00:00,89.0,69.0,75.0,76.0,13.0,15.0399,-0.28,0
2026-02-05 10:00:00,90.0,69.0,75.0,76.0,12.8314,14.9731,-0.2818,0
2026-02-05 11:00:00,91.0,69.0,75.0,76.0,12.0891,14.5012,-0.28,0
2026-02-05 12:00:00,92.0,69.0,76.0,76.0,12.6508,14.4796,-0.2883,0
2026-02-05 13:00:00,93.0,69.0,76.0,76.0,12.6012,14.9914,-0.2804,0
2026-02-05 14:00:00,94.0,69.0,76.0,76.0,12.3019,14.9624,-0.2801,0
2026-02-05 15:00:00,95.0,69.0,76.0,76.0,12.517,14.8195,-0.2819,0
2026-02-05 16:00:00,96.0,69.0,76.0,76.0,12.994,14.6489,-0.2826,0
2026-02-05 17:00:00,97.0,69.0,76.0,76.0,12.9144,14.7578,-0.28,0
2026-02-05 18:00:00,98.0,69.0,76.0,76.0,12.9714,14.9922,-0.2899,0
2026-02-05 19:00:00,99.0,69.0,76.0,76.0,12.8602,14.5741,-0.2899,0
2026-02-05 20:00:00,100.0,69.0,75.0,76.0,12.934,14.9694,-0.28,0
2026-02-05 21:00:00,101.0,69.0,75.0,76.0,12.7927,14.9653,-0.28,0
2026-02-05 22:00:00,102.0,69.0,76.0,76.0,12.4337,14.5526,-0.29,0
2026-02-05 23:00:00,103.0,69.0,75.0,76.0,12.0,14.2155,-0.28,0
2026-02-06 00:00:00,104.0,69.0,76.0,76.0,12.0784,14.0907,-0.2845,0
2026-02-06 01:00:00,105.0,69.0,76.0,76.0,12.1507,14.7292,-0.28,0
2026-02-06 02:00:00,106.0,69.0,76.0,76.0,12.3124,14.9774,-0.29,0
2026-02-06 03:00:00,107.0,69.0,76.0,76.0,12.05,14.0228,-0.2805,0
2026-02-06 04:00:00,108.0,69.0,76.0,76.0,12.0192,14.5242,-0.287,0
2026-02-06 05:00:00,109.0,69.0,76.0,76.0,12.0071,14.4838,-0.2817,0
2026-02-06 06:00:00,110.0,69.0,76.0,76.0,12.3549,14.6113,-0.2871,0
2026-02-06 07:00:00,111.0,69.0,76.0,76.0,12.0,14.2552,-0.2896,0
2026-02-06 08:00:00,112.0,69.0,76.0,76.0,12.3889,14.2909,-0.2834,0
2026-02-06 09:00:00,113.0,70.0,76.0,77.0,12.0,14.0955,-0.29,0
2026-02-06 10:00:00,114.0,70.0,76.0,77.0,12.3859,14.327,-0.29,0
2026-02-06 11:00:00,115.0,70.0,77.0,77.0,12.007,14.4003,-0.29,1
2026-02-06 12:00:00,116.0,70.0,77.0,78.0,12.0076,14.483,-0.29,2
2026-02-06 13:00:00,117.0,70.0,77.0,78.0,12.4291,14.2588,-0.2907,2
2026-02-06 14:00:00,118.0,70.0,77.0,78.0,12.0051,14.8487,-0.2958,2
2026-02-06 15:00:00,119.0,70.66,77.0,78.0,12.1025,14.0665,-0.2991,2
2026-02-06 16:00:00,120.0,71.0,77.0,78.0,12.8857,14.5355,-0.2963,2
2026-02-06 17:00:00,121.0,71.0,77.0,78.0,12.5406,14.9211,-0.3,2
2026-02-06 18:00:00,122.0,71.0,77.0,78.0,12.011,14.9846,-0.3,2
2026-02-06 19:00:00,123.0,71.0,77.0,78.0,12.0,14.4861,-0.3,2
2026-02-06 20:00:00,124.0,71.0,77.0,78.0,12.2435,14.4522,-0.2928,2
2026-02-06 21:00:00,125.0,71.0,77.0,77.0,12.2859,14.9673,-0.3,1
2026-02-06 22:00:00,126.0,71.0,77.0,77.0,12.0144,14.9865,-0.2933,1
2026-02-06 23:00:00,127.0,71.0,77.0,77.0,12.645,14.9458,-0.3,1
2026-02-07 00:00:00,128.0,70.0,77.0,77.0,12.0283,14.5391,-0.3,1
2026-02-07 01:00:00,129.0,70.0,76.0,77.0,12.6506,14.6284,-0.294,0
2026-02-07 02:00:00,130.0,70.0,76.0,76.0,12.0902,14.3279,-0.2987,0
2026-02-07 03:00:00,131.0,70.0,76.0,76.0,12.0,14.4938,-0.2948,0
2026-02-07 04:00:00,132.0,70.0,76.0,76.0,12.0462,14.9979,-0.2994,0
2026-02-07 05:00:00,133.0,70.0,76.0,76.0,12.0087,14.4397,-0.2952,0
2026-02-07 06:00:00,134.0,70.0,76.0,76.0,12.9938,14.9971,-0.2997,0
2026-02-07 07:00:00,135.0,70.0,76.0,76.0,12.0514,14.6088,-0.2917,0
2026-02-07 08:00:00,136.0,70.0,76.0,76.0,12.0306,14.7341,-0.2937,0
2026-02-07 09:00:00,137.0,70.0,76.0,76.0,12.9854,14.9167,-0.3,0
2026-02-07 10:00:00,138.0,70.0,76.0,76.0,12.498,14.5588,-0.2963,0
2026-02-07 11:00:00,139.0,70.0,76.0,76.0,12.1948,14.6452,-0.29,0
2026-02-07 12:00:00,140.0,70.0,76.0,76.0,13.0,14.4906,-0.2967,0
2026-02-07 13:00:00,141.0,70.0,76.0,76.0,12.5545,14.4313,-0.3007,0
2026-02-07 14:00:00,142.0,70.0,76.0,77.0,12.9696,14.9796,-0.3043,0
2026-02-07 15:00:00,143.0,70.0,76.0,77.0,12.5573,14.4746,-0.3066,0
2026-02-07 16:00:00,144.0,70.0,76.0,77.0,12.8106,14.153,-0.3032,0
2026-02-07 17:00:00,145.0,70.0,76.0,77.0,12.1571,14.6437,-0.3099,0
2026-02-07 18:00:00,146.0,70.0,76.0,77.0,12.298,14.036,-0.3092,0
2026-02-07 19:00:00,147.0,70.0,76.0,76.0,13.7242,15.428,-0.3081,0
2026-02-07 20:00:00,148.0,70.0,76.0,76.0,12.9171,14.8627,-0.3083,0
2026-02-07 21:00:00,149.0,70.0,76.0,76.0,12.9861,14.7772,-0.3099,0
2026-02-07 22:00:00,150.0,70.0,76.0,76.0,12.5739,14.0892,-0.3065,0
2026-02-07 23:00:00,151.0,70.0,76.0,76.0,12.9183,14.6298,-0.304,0
2026-02-08 00:00:00,152.0,70.0,76.0,76.0,12.9796,14.5289,-0.3081,0
2026-02-08 01:00:00,153.0,70.0,76.0,76.0,12.4643,14.5445,-0.3074,0
2026-02-08 02:00:00,154.0,70.0,76.0,76.0,12.0015,14.3924,-0.3073,0
2026-02-08 03:00:00,155.0,69.0,76.0,76.0,12.0201,14.8279,-0.3059,0
2026-02-08 04:00:00,156.0,70.0,76.0,76.0,12.0732,14.6049,-0.3115,0
2026-02-08 05:00:00,157.0,70.0,76.0,76.0,12.5334,14.9168,-0.3,0
2026-02-08 06:00:00,158.0,70.0,76.0,76.01,12.3009,14.64,-0.3098,0
2026-02-08 07:00:00,159.0,70.0,76.0,77.0,12.1712,14.465,-0.3049,0
2026-02-08 08:00:00,160.0,70.0,76.0,77.0,12.5372,14.0427,-0.306,0
2026-02-08 09:00:00,161.0,70.0,76.0,77.0,12.986,14.7999,-0.3056,0
2026-02-08 10:00:00,162.0,70.0,76.0,76.01,12.478,14.5619,-0.3072,0
2026-02-08 11:00:00,163.0,70.0,76.0,77.0,12.9149,14.4731,-0.3065,0
2026-02-08 12:00:00,164.0,70.0,76.0,77.0,12.1584,14.3534,-0.3082,0
2026-02-08 13:00:00,165.0,70.0,76.0,77.0,12.3992,14.0659,-0.3106,0
2026-02-08 14:00:00,166.0,70.0,76.0,77.0,12.9039,14.482,-0.3073,0
2026-02-08 15:00:00,167.0,70.01,76.0,77.0,12.9632,14.4223,-0.31,0
2026-02-08 16:00:00,168.0,70.0,76.0,77.0,12.3571,14.267,-0.31,0
2026-02-08 17:00:00,169.0,70.0,76.0,77.0,12.0176,14.4134,-0.3111,0
2026-02-08 18:00:00,170.0,70.0,76.0,77.0,12.7558,14.7137,-0.3158,0
2026-02-08 19:00:00,171.0,70.0,76.0,77.0,12.9944,14.2525,-0.3019,0
2026-02-08 20:00:00,172.0,70.0,76.0,76.74,12.4523,14.7238,-0.31,0
2026-02-08 21:00:00,173.0,70.0,76.0,76.59,12.8311,14.3029,-0.3059,0
2026-02-08 22:00:00,174.0,70.0,76.0,76.0,12.9016,14.6483,-0.3086,0
2026-02-08 23:00:00,175.0,70.0,76.0,76.0,12.51,14.4433,-0.3064,0
2026-02-09 00:00:00,176.0,70.0,76.0,76.0,12.8813,14.9216,-0.3039,0
2026-02-09 01:00:00,177.0,70.0,76.0,76.0,12.0096,14.0074,-0.31,0
2026-02-09 02:00:00,178.0,70.0,76.0,76.0,12.9075,14.2849,-0.3091,0
2026-02-09 03:00:00,179.0,70.0,76.0,76.0,12.823,14.7596,-0.3081,0
2026-02-09 04:00:00,180.0,70.0,76.0,76.0,12.4983,14.8098,-0.309,0
2026-02-09 05:00:00,181.0,70.0,76.0,76.0,12.3108,14.8239,-0.3097,0
2026-02-09 06:00:00,182.0,70.0,76.0,76.0,12.9879,14.4937,-0.306,0
2026-02-09 07:00:00,183.0,70.0,76.0,76.0,12.4026,14.9345,-0.3077,0
2026-02-09 08:00:00,184.0,70.0,76.0,76.0,12.0018,14.4263,-0.3,0
2026-02-09 09:00:00,185.0,70.0,76.0,76.0,12.0484,14.4067,-0.3096,0
2026-02-09 10:00:00,186.0,70.0,76.0,76.0,12.4899,14.4268,-0.3,0
2026-02-09 11:00:00,187.0,70.0,76.0,76.0,12.0448,14.7344,-0.303,0
2026-02-09 12:00:00,188.0,70.0,76.0,76.0,12.7486,14.007,-0.3076,0
2026-02-09 13:00:00,189.0,70.0,76.0,76.0,12.9274,14.0806,-0.3032,0
2026-02-09 14:00:00,190.0,70.0,76.0,76.0,12.6179,14.6441,-0.3085,0
2026-02-09 15:00:00,191.0,70.16,76.0,76.0,12.8503,14.9302,-0.301,0
2026-02-09 16:00:00,192.0,71.0,76.0,77.0,12.0003,14.847,-0.31,0
2026-02-09 17:00:00,193.0,70.0,76.0,77.0,12.0041,14.4731,-0.31,0
2026-02-09 18:00:00,194.0,70.81,76.0,77.0,12.0302,14.2444,-0.31,0
2026-02-09 19:00:00,195.0,71.0,76.0,77.0,12.837,14.3524,-0.31,0
2026-02-09 20:00:00,196.0,70.0,76.0,77.0,12.0117,14.032,-0.31,0
2026-02-09 21:00:00,197.0,71.0,76.0,77.0,12.168,14.2462,-0.31,0
2026-02-09 22:00:00,198.0,70.0,76.0,77.0,12.0187,14.4043,-0.31,0
2026-02-09 23:00:00,199.0,71.0,76.0,77.0,12.0371,14.3109,-0.31,0
2026-02-10 00:00:00,200.0,70.0,76.0,77.0,12.0013,14.0106,-0.31,0
2026-02-10 01:00:00,201.0,70.0,76.0,77.0,12.002,14.0006,-0.31,0
2026-02-10 02:00:00,202.0,70.0,76.0,77.0,12.3812,14.2373,-0.31,0
2026-02-10 03:00:00,203.0,70.0,76.0,77.0,12.0,14.3829,-0.31,0
2026-02-10 04:00:00,204.0,70.0,76.0,77.0,12.2762,14.6587,-0.31,0
2026-02-10 05:00:00,205.0,70.0,76.0,77.0,12.1485,14.4938,-0.31,0
2026-02-10 06:00:00,206.0,70.0,76.0,77.0,12.0657,14.4372,-0.31,0
2026-02-10 07:00:00,207.0,70.0,76.0,77.0,12.1491,14.4159,-0.31,0
2026-02-10 08:00:00,208.0,70.0,76.0,77.0,12.0243,14.5936,-0.31,0
2026-02-10 09:00:00,209.0,70.0,76.0,77.0,12.0,14.0231,-0.31,0
2026-02-10 10:00:00,210.0,70.0,76.0,77.0,12.0,14.7313,-0.31,0
2026-02-10 11:00:00,211.0,70.0,76.0,77.0,12.0,14.4532,-0.31,0
2026-02-10 12:00:00,212.0,71.0,76.68,77.0,12.0118,14.4178,-0.31,0
2026-02-10 13:00:00,213.0,71.0,77.0,77.0,12.0,14.0228,-0.31,1
2026-02-10 14:00:00,214.0,71.0,77.0,77.0,12.0476,14.8047,-0.31,1
2026-02-10 15:00:00,215.0,71.0,76.0,77.0,12.7793,14.3387,-0.31,0
2026-02-10 16:00:00,216.0,71.0,76.0,77.0,12.0088,14.563,-0.31,0
2026-02-10 17:00:00,217.0,71.0,76.0,77.0,12.9194,14.9233,-0.31,0
2026-02-10 18:00:00,218.0,70.41,76.0,77.0,12.5704,14.0208,-0.31,0
2026-02-10 19:00:00,219.0,70.0,76.0,77.0,12.769,14.0293,-0.31,0
2026-02-10 20:00:00,220.0,70.0,76.0,77.0,12.2314,14.2319,-0.31,0
2026-02-10 21:00:00,221.0,70.0,76.0,77.0,12.0124,14.0405,-0.31,0
2026-02-10 22:00:00,222.0,70.0,76.0,77.0,12.0042,14.5896,-0.31,0
2026-02-10 23:00:00,223.0,70.0,76.0,77.0,12.2135,14.1457,-0.31,0
2026-02-11 00:00:00,224.0,70.0,76.0,77.0,12.0752,14.2583,-0.31,0
2026-02-11 01:00:00,225.0,70.0,76.0,77.0,12.0,14.015,-0.31,0
2026-02-11 02:00:00,226.0,70.0,76.0,77.0,12.2787,14.0084,-0.31,0
2026-02-11 03:00:00,227.0,70.0,76.0,77.0,12.6483,14.4734,-0.31,0
2026-02-11 04:00:00,228.0,70.0,76.0,77.0,12.0608,14.9827,-0.3081,0
2026-02-11 05:00:00,229.0,70.0,76.0,77.0,12.5554,14.6366,-0.31,0
2026-02-11 06:00:00,230.0,70.99,76.0,77.0,12.6148,14.3467,-0.31,0
2026-02-11 07:00:00,231.0,71.0,76.0,77.0,12.0296,14.5196,-0.31,0
2026-02-11 08:00:00,232.0,70.6,76.0,77.0,12.0576,14.3008,-0.31,0
2026-02-11 09:00:00,233.0,70.0,76.0,77.0,12.2044,14.084,-0.31,0
2026-02-11 10:00:00,234.0,70.0,76.0,77.0,12.0046,14.0051,-0.31,0
2026-02-11 11:00:00,235.0,70.5,76.0,77.0,12.3129,14.8738,-0.31,0
2026-02-11 12:00:00,236.0,71.0,76.0,77.0,12.3404,14.6319,-0.31,0
2026-02-11 13:00:00,237.0,71.0,76.0,77.0,12.6793,14.7063,-0.31,0
2026-02-11 14:00:00,238.0,71.0,76.0,77.0,12.04,14.9473,-0.31,0
2026-02-11 15:00:00,239.0,71.0,76.0,77.0,12.0109,14.0648,-0.31,0
2026-02-11 16:00:00,240.0,71.0,76.0,77.0,12.0052,14.1654,-0.31,0
2026-02-11 17:00:00,241.0,71.0,76.0,77.0,12.2588,14.188,-0.31,0
2026-02-11 18:00:00,242.0,71.0,76.0,77.0,12.1978,14.0154,-0.31,0
2026-02-11 19:00:00,243.0,70.0,76.0,77.0,12.0,14.4509,-0.31,0
2026-02-11 20:00:00,244.0,70.0,76.0,77.0,12.0,14.6288,-0.31,0
2026-02-11 21:00:00,245.0,70.0,76.0,77.0,12.3037,14.6726,-0.31,0
2026-02-11 22:00:00,246.0,70.0,76.0,77.0,12.5897,14.9529,-0.31,0
2026-02-11 23:00:00,247.0,70.0,76.0,77.0,12.1586,14.4374,-0.31,0
2026-02-12 00:00:00,248.0,70.44,76.0,77.0,12.0,14.4416,-0.31,0
2026-02-12 01:00:00,249.0,71.0,76.0,77.0,12.0,14.9737,-0.31,0
2026-02-12 02:00:00,250.0,71.0,76.0,77.0,12.0023,14.1096,-0.31,0
2026-02-12 03:00:00,251.0,70.0,76.0,77.0,12.013,14.0382,-0.31,0
2026-02-12 04:00:00,252.0,70.0,76.0,77.0,12.0,14.4128,-0.31,0
2026-02-12 05:00:00,253.0,70.0,76.0,77.0,12.0093,14.5643,-0.31,0
2026-02-12 06:00:00,254.0,70.0,76.0,77.0,12.0,14.5585,-0.31,0
2026-02-12 07:00:00,255.0,70.0,76.0,77.0,12.0067,14.1797,-0.31,0
2026-02-12 08:00:00,256.0,70.0,76.0,77.0,12.0,14.4749,-0.31,0
2026-02-12 09:00:00,257.0,70.0,76.0,77.0,12.0,14.3769,-0.31,0
2026-02-12 10:00:00,258.0,70.0,76.0,77.0,12.0,14.6932,-0.31,0
2026-02-12 11:00:00,259.0,70.0,76.0,77.0,12.0,14.4319,-0.31,0
2026-02-12 12:00:00,260.0,71.0,76.0,77.0,12.0083,14.0067,-0.31,0
2026-02-12 13:00:00,261.0,71.0,76.0,77.0,12.0,14.1076,-0.31,0
2026-02-12 14:00:00,262.0,71.0,76.0,77.0,12.0,14.2734,-0.31,0
2026-02-12 15:00:00,263.0,71.0,76.0,77.0,12.2995,14.1589,-0.3109,0
2026-02-12 16:00:00,264.0,71.0,76.0,76.0,12.4422,14.9023,-0.31,0
2026-02-12 17:00:00,265.0,71.0,76.0,77.0,12.2994,14.0468,-0.31,0
2026-02-12 18:00:00,266.0,71.0,76.0,77.0,12.3467,14.0413,-0.31,0
2026-02-12 19:00:00,267.0,70.0,76.0,77.0,12.4257,14.2027,-0.31,0
2026-02-12 20:00:00,268.0,70.0,76.0,77.0,12.0,14.2256,-0.31,0
2026-02-12 21:00:00,269.0,70.0,76.0,77.0,12.0,14.8123,-0.31,0
2026-02-12 22:00:00,270.0,70.0,76.0,76.36,12.0,14.4409,-0.31,0
2026-02-12 23:00:00,271.0,71.0,76.0,77.0,12.1009,14.5665,-0.31,0
2026-02-13 00:00:00,272.0,71.0,76.0,77.0,12.7982,14.1404,-0.31,0
2026-02-13 01:00:00,273.0,71.0,76.0,77.0,12.0,14.0255,-0.31,0
2026-02-13 02:00:00,274.0,70.0,76.0,76.0,12.0,14.0024,-0.31,0
2026-02-13 03:00:00,275.0,70.0,76.0,76.0,12.1561,14.0951,-0.31,0
2026-02-13 04:00:00,276.0,70.0,76.0,76.0,12.0085,14.0275,-0.31,0
2026-02-13 05:00:00,277.0,70.0,76.0,76.0,12.2465,14.795,-0.31,0
2026-02-13 06:00:00,278.0,70.0,76.0,76.0,12.1287,14.036,-0.31,0
2026-02-13 07:00:00,279.0,70.0,76.0,76.0,12.0025,14.6607,-0.31,0
2026-02-13 08:00:00,280.0,70.0,76.0,76.0,12.0173,14.3565,-0.31,0
2026-02-13 09:00:00,281.0,70.0,76.0,76.0,12.0071,14.4602,-0.31,0
2026-02-13 10:00:00,282.0,70.0,76.0,76.0,12.6196,14.5988,-0.3007,0
2026-02-13 11:00:00,283.0,70.0,76.0,76.0,12.4713,14.7193,-0.31,0
2026-02-13 12:00:00,284.0,70.0,76.0,77.0,12.2459,14.0908,-0.31,0
2026-02-13 13:00:00,285.0,71.0,76.0,77.0,12.4844,14.0896,-0.31,0
2026-02-13 14:00:00,286.0,71.0,76.0,77.0,12.4654,14.5393,-0.3123,0
2026-02-13 15:00:00,287.0,71.0,76.0,77.0,12.2625,14.2946,-0.31,0
2026-02-13 16:00:00,288.0,71.0,76.0,77.0,12.0989,14.3023,-0.31,0
2026-02-13 17:00:00,289.0,71.0,76.0,77.0,12.2895,14.7162,-0.31,0
2026-02-13 18:00:00,290.0,71.0,76.0,77.0,12.0,14.4588,-0.31,0
2026-02-13 19:00:00,291.0,71.0,76.0,77.0,12.0,14.3347,-0.31,0
2026-02-13 20:00:00,292.0,70.0,76.0,77.0,12.0,14.3423,-0.31,0
2026-02-13 21:00:00,293.0,71.0,76.0,77.0,12.0,14.0061,-0.31,0
2026-02-13 22:00:00,294.0,70.03,76.0,77.0,12.0,14.4636,-0.31,0
2026-02-13 23:00:00,295.0,70.0,76.0,77.0,12.0003,14.0034,-0.31,0
2026-02-14 00:00:00,296.0,71.0,76.0,77.0,12.0,14.0,-0.31,0
2026-02-14 01:00:00,297.0,71.0,76.0,77.0,12.0,14.0026,-0.31,0
2026-02-14 02:00:00,298.0,71.0,76.0,77.0,12.0,14.4505,-0.31,0
2026-02-14 03:00:00,299.0,71.0,76.0,77.0,12.0,14.0141,-0.31,0
2026-02-14 04:00:00,300.0,70.0,76.0,76.0,12.0,14.9046,-0.31,0
2026-02-14 05:00:00,301.0,70.0,76.0,76.0,12.0,14.7876,-0.31,0
2026-02-14 06:00:00,302.0,70.0,76.0,77.0,12.0,14.2587,-0.31,0
